Date,Open,Low,Close,Adj Close,Volume,High
3/20/2020,146,135.860001,137.350006,135.968292,84866200,147.100006
3/23/2020,137.009995,132.520004,135.979996,134.612076,78975200,140.570007
3/24/2020,143.75,141.270004,148.339996,146.847717,82516700,149.600006
3/25/2020,148.910004,144.440002,146.919998,145.442017,75638200,154.330002
3/26/2020,148.399994,148.369995,156.110001,154.539566,64568100,156.660004
3/27/2020,151.75,149.199997,149.699997,148.194046,57042300,154.889999
3/30/2020,152.440002,150.009995,160.229996,158.618118,63420300,160.600006
3/31/2020,159.399994,156.559998,157.710007,156.123474,77927200,164.779999
4/1/2020,153,150.820007,152.110001,150.579803,57969900,157.75
4/2/2020,151.860001,150.360001,155.259995,153.69812,49630700,155.479996
4/3/2020,155.100006,152.190002,153.830002,152.282501,41243300,157.380005
4/6/2020,160.320007,157.580002,165.270004,163.607422,67111700,166.5
4/7/2020,169.589996,163.259995,163.490005,161.845322,62769000,170
4/8/2020,165.669998,163.5,165.130005,163.468811,48318200,166.669998
4/9/2020,166.360001,163.330002,165.139999,163.478729,51431800,167.369995
4/13/2020,164.350006,162.300003,165.509995,163.844971,41905300,165.570007
4/14/2020,169,168,173.699997,171.952606,52874300,173.75
4/15/2020,171.199997,169.240005,171.880005,170.15094,40940800,173.570007
4/16/2020,174.300003,172.899994,177.039993,175.259003,50479600,177.279999
4/17/2020,179.5,175.869995,178.600006,176.803314,52765600,180
4/20/2020,176.630005,174.990005,175.059998,173.298935,36669600,178.75
4/21/2020,173.5,166.110001,167.820007,166.13176,56203700,173.669998
4/22/2020,171.389999,170.820007,173.520004,171.774429,34651600,174
4/23/2020,174.110001,170.910004,171.419998,169.695557,32790800,175.059998
4/24/2020,172.059998,170.710007,174.550003,172.794067,34305300,174.559998
4/27/2020,176.589996,173.300003,174.050003,172.299103,33194400,176.899994
4/28/2020,175.589996,169.389999,169.809998,168.10173,34392700,175.669998
4/29/2020,173.220001,171.880005,177.429993,175.645081,51286600,177.679993
4/30/2020,180,176.229996,179.210007,177.407196,53875900,180.399994
5/1/2020,175.800003,174.009995,174.570007,172.813858,39370500,178.639999
5/4/2020,174.490005,173.800003,178.839996,177.040894,30372900,179
5/5/2020,180.619995,179.899994,180.759995,178.941589,36839200,183.649994
5/6/2020,182.080002,181.630005,182.539993,180.703674,32139300,184.199997
5/7/2020,184.169998,182.580002,183.600006,181.753021,28316000,184.550003
5/8/2020,184.979996,183.360001,184.679993,182.822144,30912600,185
5/11/2020,183.149994,182.850006,186.740005,184.861435,30892700,187.509995
5/12/2020,186.800003,182.300003,182.509995,180.673965,32038200,187.039993
5/13/2020,182.550003,176.539993,179.75,177.941742,44711500,184.050003
5/14/2020,177.539993,175.679993,180.529999,178.713898,41873900,180.690002
5/15/2020,179.059998,177,183.160004,181.317429,46610400,187.059998
5/18/2020,185.75,183.960007,184.910004,183.04985,35306600,186.199997
5/19/2020,185.029999,183.490005,183.630005,181.78273,26799100,186.600006
5/20/2020,184.809998,183.940002,185.660004,184.304169,31261300,185.850006
5/21/2020,185.399994,183.289993,183.429993,182.090454,29119500,186.669998
5/22/2020,183.190002,182.539993,183.509995,182.169861,20826900,184.460007
5/26/2020,186.339996,181.100006,181.570007,180.244049,36073600,186.5
5/27/2020,180.199997,176.600006,181.809998,180.482285,39517100,181.990005
5/28/2020,180.740005,180.380005,181.399994,180.075272,33810200,184.149994
5/29/2020,182.729996,180.410004,183.25,181.911774,42146700,184.270004
6/1/2020,182.539993,181.460007,182.830002,181.494843,22622400,183
6/2/2020,184.25,181.350006,184.910004,183.559647,30794600,185
6/3/2020,184.820007,183.580002,185.360001,184.006378,27311000,185.940002
6/4/2020,184.300003,182.300003,182.919998,181.584167,28761800,185.839996
6/5/2020,182.619995,182.009995,187.199997,185.832916,39893600,187.729996
6/8/2020,185.940002,184.440002,188.360001,186.984451,33211600,188.550003
6/9/2020,188,187.259995,189.800003,188.41394,29783900,190.699997
6/10/2020,191.130005,191.009995,196.839996,195.402527,43872300,198.520004
6/11/2020,193.130005,186.070007,186.270004,184.909714,52854700,195.759995
6/12/2020,190.539993,185.179993,187.740005,186.368973,43373600,191.720001
6/15/2020,184.580002,184.009995,188.940002,187.560226,32770200,190.820007
6/16/2020,192.889999,191.460007,193.570007,192.156418,42556700,195.580002
6/17/2020,195.029999,193.690002,194.240005,192.821518,25687800,196.320007
6/18/2020,194,194,196.320007,194.886337,23061600,196.490005
6/19/2020,198.589996,194.369995,195.149994,193.724854,44441100,199.289993
6/22/2020,195.789993,195.229996,200.570007,199.105301,32818900,200.759995
6/23/2020,202.089996,201.429993,201.910004,200.435501,30917400,203.949997
6/24/2020,201.600006,196.559998,197.839996,196.395218,36740600,203.25
6/25/2020,197.800003,195.470001,200.339996,198.876968,27803900,200.610001
6/26/2020,199.729996,194.880005,196.330002,194.89624,54675800,199.889999
6/29/2020,195.779999,193.550003,198.440002,196.990829,26701600,198.529999
6/30/2020,197.880005,197.740005,203.509995,202.023819,34310300,204.399994
7/1/2020,203.139999,201.770004,204.699997,203.205124,32061200,206.350006
7/2/2020,205.679993,205,206.259995,204.753738,29315800,208.020004
7/6/2020,208.830002,208.089996,210.699997,209.161301,31897600,211.130005
7/7/2020,210.449997,207.990005,208.25,206.729202,33600700,214.669998
7/8/2020,210.070007,208.690002,212.830002,211.275757,33600000,213.259995
7/9/2020,216.330002,211.470001,214.320007,212.754883,33121700,216.380005
7/10/2020,213.619995,211.080002,213.669998,212.109619,26177600,214.080002
7/13/2020,214.479996,206.5,207.070007,205.557816,38135600,215.800003
7/14/2020,206.130005,202.029999,208.350006,206.828476,37591800,208.850006
7/15/2020,209.559998,205.029999,208.039993,206.520721,32179400,211.330002
7/16/2020,205.399994,202.309998,203.919998,202.430817,29940700,205.699997
7/17/2020,204.470001,201.389999,202.880005,201.398407,31635300,205.039993
7/20/2020,205,203.009995,211.600006,210.054749,36884800,212.300003
7/21/2020,213.660004,208.029999,208.75,207.225555,38105800,213.940002
7/22/2020,209.199997,208.389999,211.75,210.203629,49605700,212.300003
7/23/2020,207.190002,202.149994,202.539993,201.060898,67457000,210.919998
7/24/2020,200.419998,197.509995,201.300003,199.829971,39827000,202.860001
7/27/2020,201.470001,200.860001,203.850006,202.361343,30160900,203.970001
7/28/2020,203.610001,201.740005,202.020004,200.544693,23251400,204.699997
7/29/2020,202.5,202.009995,204.059998,202.569794,19632600,204.649994
7/30/2020,201,199.570007,203.899994,202.410965,25079600,204.460007
7/31/2020,204.399994,199.009995,205.009995,203.512848,51248000,205.100006
8/3/2020,211.520004,210.440002,216.539993,214.958664,78983000,217.639999
8/4/2020,214.169998,210.309998,213.289993,211.732391,49280100,214.770004
8/5/2020,214.899994,211.570007,212.940002,211.384949,28858600,215
8/6/2020,212.339996,211.550003,216.350006,214.77005,32656800,216.369995
8/7/2020,214.850006,210.929993,212.479996,210.928314,27820400,215.699997
8/10/2020,211.669998,206.350006,208.25,206.729202,36716500,211.880005
8/11/2020,207.160004,203.139999,203.380005,201.894775,36446500,207.649994
8/12/2020,205.289993,204.75,209.190002,207.662354,28041400,210.279999
8/13/2020,209.440002,208.149994,208.699997,207.175903,22588900,211.350006
8/14/2020,208.759995,207.509995,208.899994,207.374451,17958900,209.589996
8/17/2020,209.600006,208.919998,210.279999,208.74437,20184800,211.190002
8/18/2020,210.529999,209.210007,211.490005,209.945541,21336200,212.360001
8/19/2020,211.490005,209.25,209.699997,208.671814,27627600,212.100006
8/20/2020,209.539993,208.910004,214.580002,213.527893,26981500,215
8/21/2020,213.860001,212.850006,213.020004,211.97554,36249300,216.25
8/24/2020,214.789993,212.429993,213.690002,212.642258,25460100,215.520004
8/25/2020,213.100006,213.100006,216.470001,215.40863,23043700,216.610001
8/26/2020,217.880005,217.360001,221.149994,220.065674,39600800,222.089996
8/27/2020,222.889999,219.399994,226.580002,225.46907,57602200,231.149994
8/28/2020,228.179993,226.580002,228.910004,227.787643,26292900,230.639999
8/31/2020,227,224.309998,225.529999,224.424194,28774200,228.699997
9/1/2020,225.509995,224.429993,227.270004,226.155685,25791200,227.449997
9/2/2020,227.970001,227.350006,231.649994,230.514191,34080800,232.860001
9/3/2020,229.270004,214.960007,217.300003,216.234558,58400300,229.309998
9/4/2020,215.100006,205.190002,214.25,213.199524,59664100,218.360001
9/8/2020,206.5,202.199997,202.660004,201.666336,52924300,210.029999
9/9/2020,207.600006,206.699997,211.289993,210.254013,45679000,214.839996
9/10/2020,213.399994,204.110001,205.369995,204.363037,35461500,214.740005
9/11/2020,207.199997,201.240005,204.029999,203.029633,33620100,208.630005
9/14/2020,204.240005,204.029999,205.410004,204.402847,30375800,209.199997
9/15/2020,208.419998,206.929993,208.779999,207.756332,21823900,209.779999
9/16/2020,210.619995,204.639999,205.050003,204.044617,26328100,210.649994
9/17/2020,200.050003,199.960007,202.910004,201.915115,34011300,204.330002
9/18/2020,202.800003,196.25,200.389999,199.407455,55225300,203.649994
9/21/2020,197.190002,196.380005,202.539993,201.546921,39839700,202.710007
9/22/2020,205.059998,202.080002,207.419998,206.402985,33517100,208.100006
9/23/2020,207.899994,200.029999,200.589996,199.606476,30803800,208.100006
9/24/2020,199.850006,199.199997,203.190002,202.193741,31202500,205.570007
9/25/2020,203.550003,202.539993,207.820007,206.801041,29437300,209.039993
9/28/2020,210.880005,208.059998,209.440002,208.413101,32004900,212.570007
9/29/2020,209.350006,206.809998,207.259995,206.243774,24221900,210.070007
9/30/2020,207.729996,206.539993,210.330002,209.298721,33829100,211.979996
10/1/2020,213.490005,211.320007,212.460007,211.418289,27158400,213.990005
10/2/2020,208,205.539993,206.190002,205.179031,33154800,210.990005
10/5/2020,207.220001,206.979996,210.380005,209.348495,21331600,210.410004
10/6/2020,208.820007,204.820007,205.910004,204.900406,28554300,210.179993
10/7/2020,207.059998,206.720001,209.830002,208.801178,25681100,210.110001
10/8/2020,210.509995,208.320007,210.580002,209.547516,19925800,211.190002
10/9/2020,211.229996,211.229996,215.809998,214.751862,26458000,215.860001
10/12/2020,218.789993,216.809998,221.399994,220.314453,40461400,223.860001
10/13/2020,222.720001,220.429993,222.860001,221.767288,28950800,225.210007
10/14/2020,223,219.130005,220.860001,219.7771,23451700,224.220001
10/15/2020,217.100006,216.009995,219.660004,218.582993,22733100,220.360001
10/16/2020,220.149994,219.320007,219.660004,218.582993,26057900,222.289993
10/19/2020,220.419998,213.720001,214.220001,213.169662,27625800,222.300003
10/20/2020,215.800003,213.089996,214.649994,213.597534,22753500,217.369995
10/21/2020,213.119995,213.119995,214.800003,213.746826,22724900,216.919998
10/22/2020,213.929993,211.699997,214.889999,213.836365,22351500,216.059998
10/23/2020,215.029999,213.160004,216.229996,215.1698,18879600,216.279999
10/26/2020,213.850006,208.100006,210.080002,209.049957,37111600,216.339996
10/27/2020,211.589996,210.330002,213.25,212.204422,36700300,214.669998
10/28/2020,207.669998,202.100006,202.679993,201.686234,51195600,208.839996
10/29/2020,204.070007,203.369995,204.720001,203.716232,31432600,207.360001
10/30/2020,203.5,199.619995,202.470001,201.47728,36953700,204.289993
11/2/2020,204.289993,200.119995,202.330002,201.337952,30842200,205.279999
11/3/2020,203.889999,203.119995,206.429993,205.417847,27512000,208.119995
11/4/2020,214.020004,212.419998,216.389999,215.32901,42311800,218.320007
11/5/2020,222.039993,221.149994,223.289993,222.19519,36080100,224.119995
11/6/2020,222.259995,218.029999,223.720001,222.623077,25231900,224.360001
11/9/2020,224.440002,217.880005,218.389999,217.319214,44395000,228.119995
11/10/2020,214.5,209.720001,211.009995,209.975388,44045100,216.5
11/11/2020,212.389999,212.199997,216.550003,215.488235,29440800,218.039993
11/12/2020,217.210007,214.460007,215.440002,214.383682,21593900,219.110001
11/13/2020,216.360001,214.160004,216.509995,215.448425,18621100,217.419998
11/16/2020,214.869995,214.520004,217.229996,216.164902,24953300,217.740005
11/17/2020,216.100006,214.080002,214.460007,213.408493,24154100,217.679993
11/18/2020,213.649994,210.929993,211.080002,210.594971,28372800,215.169998
11/19/2020,211.380005,209.929993,212.419998,211.931885,24792700,213.029999
11/20/2020,212.199997,210,210.389999,209.906555,22843100,213.289993
11/23/2020,210.949997,208.160004,210.110001,209.627197,25683500,212.289993
11/24/2020,209.589996,208.860001,213.860001,213.368576,33979700,214.25
11/25/2020,215.110001,212.460007,213.869995,213.378555,21012900,215.289993
11/27/2020,214.850006,214.039993,215.229996,214.735428,14512200,216.270004
11/30/2020,214.100006,210.839996,214.070007,213.578094,33064800,214.759995
12/1/2020,214.509995,213.350006,216.210007,215.713181,30931300,217.320007
12/2/2020,214.880005,212.800003,215.369995,214.875107,23724500,215.470001
12/3/2020,214.610001,213.649994,214.240005,213.747711,25120900,216.380005
12/4/2020,214.220001,213.179993,214.360001,213.867432,24666000,215.380005
12/7/2020,214.369995,212.990005,214.289993,213.797577,24620000,215.539993
12/8/2020,213.970001,212.889999,216.009995,215.513626,23284100,216.949997
12/9/2020,215.160004,211.210007,211.800003,211.313309,32440600,215.229996
12/10/2020,211.770004,210.360001,210.520004,210.036255,26733300,213.080002
12/11/2020,210.050003,209.110001,213.259995,212.769943,30979400,213.320007
12/14/2020,213.100006,212.880005,214.199997,213.707794,28798400,216.210007
12/15/2020,215.169998,212.240005,214.130005,213.637955,27018100,215.419998
12/16/2020,214.75,214.720001,219.279999,218.776123,35023300,220.110001
12/17/2020,219.869995,217.919998,219.419998,218.915802,32515800,220.889999
12/18/2020,218.589996,216.020004,218.589996,218.087708,63354900,219.690002
12/21/2020,217.550003,217.279999,222.589996,222.078506,37181900,224
12/22/2020,222.690002,221.850006,223.940002,223.425415,22612200,225.630005
12/23/2020,223.110001,220.800003,221.020004,220.512131,18699600,223.559998
12/24/2020,221.419998,221.199997,222.75,222.238144,10550600,223.610001
12/28/2020,224.449997,223.020004,224.960007,224.443069,17933500,226.029999
12/29/2020,226.309998,223.580002,224.149994,223.634918,17403200,227.179993
12/30/2020,225.229996,221.470001,221.679993,221.170593,20272300,225.630005
12/31/2020,221.699997,219.679993,222.419998,221.908905,20942100,223
1/4/2021,222.529999,214.809998,217.690002,217.189774,37130100,223
1/5/2021,217.259995,215.699997,217.899994,217.399292,23823000,218.520004
1/6/2021,212.169998,211.940002,212.25,211.762268,35930700,216.490005
1/7/2021,214.039993,213.710007,218.289993,217.788391,27694500,219.339996
1/8/2021,218.679993,217.029999,219.619995,219.115341,22956200,220.580002
1/11/2021,218.470001,216.729996,217.490005,216.990234,23047000,218.910004
1/12/2021,216.5,213.320007,214.929993,214.436111,23249300,217.100006
1/13/2021,214.020004,213.929993,216.339996,215.84288,20087100,216.759995
1/14/2021,215.910004,212.740005,213.020004,212.530518,29480800,217.460007
1/15/2021,213.520004,212.029999,212.649994,212.161346,31746500,214.509995
1/19/2021,213.75,212.630005,216.440002,215.942642,30480900,216.979996
1/20/2021,217.699997,217.289993,224.339996,223.824493,37777300,225.789993
1/21/2021,224.699997,222.419998,224.970001,224.453049,30749600,226.300003
1/22/2021,227.080002,225.800003,225.949997,225.430786,30172700,230.070007
1/25/2021,229.119995,224.220001,229.529999,229.002563,33152100,229.779999
1/26/2021,231.860001,230.080002,232.330002,231.796143,49169600,234.179993
1/27/2021,238,230.139999,232.899994,232.364822,69870600,240.440002
1/28/2021,235.610001,235.089996,238.929993,238.380966,49111200,242.639999
1/29/2021,235.990005,231.350006,231.960007,231.426987,42468900,238.020004
2/1/2021,235.059998,232.429993,239.649994,239.099304,33314200,242.5
2/2/2021,241.300003,238.690002,239.509995,238.959625,25916300,242.309998
2/3/2021,239.570007,239.259995,243,242.44162,27158100,245.089996
2/4/2021,242.660004,240.369995,242.009995,241.453888,25296100,243.240005
2/5/2021,242.229996,240.419998,242.199997,241.643448,18043900,243.279999
2/8/2021,243.149994,240.809998,242.470001,241.912842,22211900,243.679993
2/9/2021,241.869995,241.380005,243.770004,243.209854,23565000,244.759995
2/10/2021,245,240.889999,242.820007,242.262039,22186700,245.919998
2/11/2021,244.779999,242.149994,244.490005,243.928192,15742200,245.149994
2/12/2021,243.929993,242.729996,244.990005,244.427048,16552000,245.300003
2/16/2021,245.029999,242.919998,243.699997,243.139999,26728500,246.130005
2/17/2021,241.320007,240.940002,244.199997,244.199997,21653500,244.309998
2/18/2021,241.800003,240.860001,243.789993,243.789993,16925600,243.929993
2/19/2021,243.75,240.179993,240.970001,240.970001,25262600,243.860001
2/22/2021,237.419998,232.399994,234.509995,234.509995,36446900,237.929993
2/23/2021,230.330002,228.729996,233.270004,233.270004,30228700,234.830002
2/24/2021,230.009995,229,234.550003,234.550003,26339700,235.199997
2/25/2021,232.080002,227.880005,228.990005,228.990005,39542200,234.589996
2/26/2021,231.529999,229.539993,232.380005,232.380005,37811200,235.369995
3/1/2021,235.899994,233.149994,236.940002,236.940002,25324000,237.470001
3/2/2021,237.009995,233.449997,233.869995,233.869995,22785500,237.300003
3/3/2021,232.160004,227.259995,227.559998,227.559998,33950400,233.580002
3/4/2021,226.740005,224.259995,226.729996,226.729996,44584200,232.490005
3/5/2021,229.520004,226.460007,231.600006,231.600006,41842100,233.270004
3/8/2021,231.369995,227.130005,227.389999,227.389999,35245900,233.369995
3/9/2021,232.880005,231.669998,233.779999,233.779999,33034000,235.380005
3/10/2021,237,232.039993,232.419998,232.419998,29733000,237
3/11/2021,234.960007,234.309998,237.130005,237.130005,29896000,239.169998
3/12/2021,234.009995,233.229996,235.75,235.75,22647900,235.820007
3/15/2021,234.960007,231.809998,234.809998,234.809998,26034900,235.190002
3/16/2021,236.279999,235.940002,237.710007,237.710007,27717700,240.059998
3/17/2021,236.149994,233.229996,237.039993,237.039993,29500700,238.550003
3/18/2021,232.559998,230.330002,230.720001,230.720001,34833000,234.190002
3/19/2021,231.020004,229.350006,230.350006,230.350006,46410700,232.470001
